#"Strom" I_A1 / A "Magn. Flussdichte" B_B1 / mT
-0,003 -56,5
-0,003 -56,5
-0,003 -56
-0,0015 -56
-0,0015 -55,5
-0,003 -55,5
0 -54,5
0 -54,5
0 -54,5
0 -54,5
0 -54,5
0 -54,5
0,0015 -54
0 -54
0 -53,5
0,0015 -54
0 -54
0 -54
0,0015 -54
0 -54
0 -53,5
0 -54
0 -54
0 -53,5
0 -53,5
0,009 -52,5
0,0255 -48
0,045 -41,5
0,069 -32
0,0975 -20
0,129 -6
0,162 8,5
0,1935 23
0,2265 38,5
0,258 53,5
0,291 68
0,3225 83
0,3525 97,5
0,3795 111
0,408 124,5
0,4335 136,5
0,462 149
0,4875 161,5
0,5175 174
0,543 186,5
0,57 198,5
0,5955 211
0,6225 222,5
0,6465 234
0,6705 245
0,7005 257
0,7305 269
0,7605 282
0,789 294,5
0,819 307
0,8505 319,5
0,8805 332,5
0,9135 345
0,945 358,5
0,978 371,5
1,0125 384,5
1,041 397
1,0695 409,5
1,098 420,5
1,1235 431,5
1,1505 442
1,1745 452,5
1,1985 462
1,224 472
1,251 481,5
1,2585 489,5
1,2585 493,5
1,2585 496,5
1,26 498,5
1,2585 500,5
1,2585 501,5
1,2615 502,5
1,26 503
1,2585 503
1,26 504
1,2585 504
1,26 504,5
1,2585 504,5
1,26 504,5
1,26 505
1,26 505
1,2585 505
1,26 505
1,26 505
1,2585 505
1,2585 505
1,26 505
1,26 505
1,26 505
1,26 505,5
1,2585 505
1,26 505,5
1,2585 505,5
1,26 505,5
1,26 505
1,2585 505
1,2585 505,5
1,26 505
1,26 505
1,26 505
1,2585 505
1,26 505
1,26 505
1,2585 505
1,26 505
1,26 505
1,2585 505
1,2585 505
1,26 505,5
1,26 505
1,26 505
1,2585 505,5
1,2585 505
1,2585 505
1,26 505
1,2585 505
1,2585 505
1,2585 505,5
1,26 505
1,2585 505
1,2585 505
1,26 505
1,245 504
1,227 502
1,209 499,5
1,185 495,5
1,155 491
1,1265 485,5
1,098 480
1,0695 474
1,0425 467,5
1,0155 461
0,9885 454,5
0,96 447,5
0,9285 440
0,8985 432
0,867 423,5
0,834 414
0,798 404
0,7605 392,5
0,7215 381
0,6825 368,5
0,645 355,5
0,609 342,5
0,576 329,5
0,543 317,5
0,5055 304
0,468 289,5
0,4275 273,5
0,3885 257
0,3495 240
0,3105 222,5
0,27 204
0,2295 186
0,1905 167
0,1575 150
0,1305 135,5
0,1095 123,5
0,093 113,5
0,078 105,5
0,0675 97,5
0,057 91
0,048 86
0,042 81,5
0,0345 77,5
0,0315 74
0,027 71
0,0225 68,5
0,0195 66,5
0,0165 65
0,015 62,5
0,012 61,5
0,0105 60
0,009 59
0,009 58
0,0075 57
0,006 56,5
0,006 55,5
0,003 55
0,003 55
0,0045 54
0,003 54
0,0015 53,5
0,0015 53,5
0,003 53
0,0015 52,5
0 52,5
0,0015 52
0,0015 52
0,0015 52
0 51,5
-0,0015 51,5
0 51,5
0 51,5
0 51,5
-0,0015 51,5
0 51,5
0 51,5
0 51,5
0 51
0 51,5
0 51,5
0 51
0 51,5
0 51
0 51
0 51
0 51
0 51
-0,0015 51,5
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51,5
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
-0,0015 51,5
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
-0,0015 51
0 51,5
0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0,0015 51
0,0015 51
0 51
-0,0015 51
0 51
0,0015 51
-0,0015 51
0 51
0,0015 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51,5
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51,5
0 51,5
0,0015 51
0 51
0,0015 51
0 51
0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51,5
0 51
-0,0015 51
-0,0015 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0,0015 51
0 51,5
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
-0,0015 51
0 51
0 51
0,0015 51
-0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
-0,0015 51
0,0015 51
0,0015 51
-0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0,0015 51
-0,0015 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51,5
0,0015 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51,5
0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51,5
0,0015 51
0 51,5
0,0015 51
0 51
0 51,5
0,0015 51
0 51
0 51
0,0015 51
0 51
0,0015 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51,5
0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
-0,0015 51
0,0015 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0,0015 51
0 50,5
-0,0015 51
0 51
0,0015 50,5
0 51
-0,0015 51
0 51
-0,0015 51
0 51
-0,0015 51
0 51
-0,0015 51
0,0015 51
-0,0015 51
-0,0015 51
0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 50,5
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0,0015 51
0 51
-0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0,0015 51
0 51
-0,0015 51
0 51
-0,0015 51
0,0015 51
0,0015 51
-0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
-0,0015 51,5
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0 51
-0,0015 51
0 50,5
0,0015 51
0,0015 51
0 51
0 51
0 51
-0,0015 51
0,0015 51
0,0015 51
0,0015 51
0 51
-0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
-0,0015 51
0 51
0 51
-0,0015 50,5
0 51
0,0015 51
0 51
0 51
-0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
-0,0015 51
-0,0015 51
0 51
0,0015 51
0 51
0,0015 51
0,0015 51
0,0015 51
0 51
-0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51,5
-0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51,5
0 51
0 51
0,0015 51
0 51
0 51
0,0015 51
0,0015 51
0 51
-0,0015 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
-0,0015 51
-0,0015 51
-0,0015 51,5
0 51
0 51
0 51
0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51,5
0,0015 51
0 51
-0,0015 51
0 51
-0,0015 50,5
0 51
0,0015 51
0,0015 51
0 51
0,0015 51
0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0,0015 51
0,0015 51
0 51
0 51
0,0015 51
0 51
-0,0015 51
0 51
0 51,5
0 51
-0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0 50,5
0 51
0 51
0 51
0 51
0,0015 51
0,0015 51
0 51
0,0015 51
0 51
0 50,5
0 51
0 51
0 51
0 51
0 51,5
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0,0015 51
0 51
0 51
-0,0015 51
0 51
0,0015 51
0 51
0 51,5
0 51
0 51
0,0015 51
0,0015 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
-0,0015 51
0 51
-0,0015 51,5
0 51
0 51
0 51
0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0,0015 51
0,0015 51,5
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0,0015 51
0 51
0 51
0 51
0,0015 51,5
0 51
0 51
0 51
0 51
0,0015 51,5
0 51
0 51
-0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
-0,0015 51
0 51
0 51
0 51
0,0015 51,5
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51,5
0 51
0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
-0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51,5
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0,0015 51
0,0015 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0,0015 51
0,0015 51
-0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0,0015 50,5
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
-0,0015 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
-0,0015 51
-0,0015 51
0,0015 51
0,0015 51
0 51,5
0,0015 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0 51
0,0015 51
0 51
0 51
0 51
0 51
0 51
0 51
-0,0015 51
0 51
0,0015 51
