# "TIME" "CH1" "CH2" 
-8.940e-05 -0.012 0.3 
-8.938e-05 -0.02 0.1 
-8.936e-05 -0.012 -0.2 
-8.934e-05 -0.012 0.4 
-8.932e-05 -0.016 0 
-8.930e-05 -0.022 0 
-8.928e-05 -0.01 0.1 
-8.926e-05 -0.014 0.1 
-8.924e-05 -0.018 0.1 
-8.922e-05 -0.008 -0.3 
-8.920e-05 -0.01 0.2 
-8.918e-05 -0.012 -0.1 
-8.916e-05 -0.01 0 
-8.914e-05 -0.01 0.1 
-8.912e-05 -0.012 0.1 
-8.910e-05 -0.01 0 
-8.908e-05 -0.01 0.1 
-8.906e-05 -0.016 -0.1 
-8.904e-05 -0.014 0.1 
-8.902e-05 -0.012 0.1 
-8.900e-05 -0.012 -0.1 
-8.898e-05 -0.014 0.1 
-8.896e-05 -0.016 0.2 
-8.894e-05 -0.01 0 
-8.892e-05 -0.01 0 
-8.890e-05 -0.01 -0.1 
-8.888e-05 -0.01 -0.1 
-8.886e-05 -0.01 0 
-8.884e-05 -0.012 0.3 
-8.882e-05 -0.01 0.1 
-8.880e-05 -0.01 0 
-8.878e-05 -0.006 0.2 
-8.876e-05 -0.006 0.2 
-8.874e-05 -0.008 0.1 
-8.872e-05 -0.004 0.2 
-8.870e-05 -0.01 0.2 
-8.868e-05 -0.008 0.4 
-8.866e-05 -0.01 0.2 
-8.864e-05 -0.01 0.1 
-8.862e-05 -0.002 0.1 
-8.860e-05 -0.01 -0.1 
-8.858e-05 -0.008 0 
-8.856e-05 -0.012 0.2 
-8.854e-05 -0.016 0 
-8.852e-05 -0.008 0.1 
-8.850e-05 -0.006 -0.1 
-8.848e-05 -0.008 -0.4 
-8.846e-05 -0.008 -0.1 
-8.844e-05 -0.008 0 
-8.842e-05 -0.014 0.3 
-8.840e-05 -0.01 0 
-8.838e-05 -0.01 -0.1 
-8.836e-05 -0.004 -0.2 
-8.834e-05 -0.004 0.2 
-8.832e-05 -0.004 0.2 
-8.830e-05 -0.006 0.3 
-8.828e-05 -0.01 0.2 
-8.826e-05 -0.01 -0.1 
-8.824e-05 -0.012 -0.3 
-8.822e-05 -0.016 0.1 
-8.820e-05 -0.012 0.4 
-8.818e-05 -0.008 0.1 
-8.816e-05 -0.006 -0.2 
-8.814e-05 -0.012 0.1 
-8.812e-05 -0.012 0.1 
-8.810e-05 -0.004 0.2 
-8.808e-05 -0.008 0.2 
-8.806e-05 -0.01 0 
-8.804e-05 -0.01 0 
-8.802e-05 -0.018 0.3 
-8.800e-05 -0.008 0 
-8.798e-05 -0.012 0 
-8.796e-05 -0.006 0.3 
-8.794e-05 -0.008 0.3 
-8.792e-05 -0.01 0.1 
-8.790e-05 -0.002 0 
-8.788e-05 -0.008 0.1 
-8.786e-05 -0.008 0 
-8.784e-05 -0.014 0.2 
-8.782e-05 -0.01 0.3 
-8.780e-05 -0.01 0.2 
-8.778e-05 -0.012 0 
-8.776e-05 -0.016 0.1 
-8.774e-05 -0.012 -0.2 
-8.772e-05 -0.014 0.2 
-8.770e-05 -0.014 -0.2 
-8.768e-05 -0.016 0 
-8.766e-05 -0.012 0.3 
-8.764e-05 -0.01 -0.2 
-8.762e-05 -0.01 0.1 
-8.760e-05 -0.006 0.2 
-8.758e-05 -0.01 0.1 
-8.756e-05 -0.012 -0.1 
-8.754e-05 -0.012 0.1 
-8.752e-05 -0.01 0 
-8.750e-05 -0.01 -0.2 
-8.748e-05 -0.006 0 
-8.746e-05 -0.012 0.2 
-8.744e-05 -0.016 0.1 
-8.742e-05 -0.01 0 
-8.740e-05 -0.01 -0.1 
-8.738e-05 -0.01 0.2 
-8.736e-05 -0.006 0 
-8.734e-05 -0.01 0 
-8.732e-05 -0.002 0.2 
-8.730e-05 -0.014 0 
-8.728e-05 -0.012 0.1 
-8.726e-05 -0.012 0 
-8.724e-05 -0.008 0 
-8.722e-05 -0.004 0.1 
-8.720e-05 -0.012 0.1 
-8.718e-05 -0.012 0.2 
-8.716e-05 -0.01 0.1 
-8.714e-05 -0.01 0.2 
-8.712e-05 -0.012 0 
-8.710e-05 -0.016 0.1 
-8.708e-05 -0.012 0.2 
-8.706e-05 -0.012 -0.2 
-8.704e-05 -0.012 -0.2 
-8.702e-05 -0.014 0 
-8.700e-05 -0.014 -0.2 
-8.698e-05 -0.008 0.1 
-8.696e-05 -0.01 -0.2 
-8.694e-05 -0.006 0 
-8.692e-05 -0.004 0.2 
-8.690e-05 -0.012 0 
-8.688e-05 -0.01 0 
-8.686e-05 -0.008 0.1 
-8.684e-05 -0.012 0.1 
-8.682e-05 -0.014 -0.1 
-8.680e-05 -0.006 0.3 
-8.678e-05 -0.008 0.1 
-8.676e-05 -0.014 -0.2 
-8.674e-05 -0.01 0.1 
-8.672e-05 -0.008 0.3 
-8.670e-05 -0.008 0.4 
-8.668e-05 -0.014 -0.3 
-8.666e-05 -0.002 0.3 
-8.664e-05 -0.006 0 
-8.662e-05 -0.006 -0.1 
-8.660e-05 -0.018 -0.1 
-8.658e-05 -0.01 0.2 
-8.656e-05 -0.016 0 
-8.654e-05 -0.012 0.2 
-8.652e-05 -0.016 0 
-8.650e-05 -0.008 0.2 
-8.648e-05 -0.012 -0.1 
-8.646e-05 -0.014 0 
-8.644e-05 -0.01 0.2 
-8.642e-05 -0.016 0.1 
-8.640e-05 -0.016 0.3 
-8.638e-05 -0.01 0 
-8.636e-05 -0.01 0 
-8.634e-05 -0.008 -0.1 
-8.632e-05 -0.016 0 
-8.630e-05 -0.008 0.1 
-8.628e-05 -0.01 0.2 
-8.626e-05 -0.014 -0.1 
-8.624e-05 -0.006 0.1 
-8.622e-05 -0.012 -0.2 
-8.620e-05 -0.012 0 
-8.618e-05 -0.01 0.1 
-8.616e-05 -0.006 0.1 
-8.614e-05 -0.008 -0.1 
-8.612e-05 -0.014 0.2 
-8.610e-05 -0.014 0.1 
-8.608e-05 -0.018 0.1 
-8.606e-05 -0.008 0.1 
-8.604e-05 -0.014 0.1 
-8.602e-05 -0.016 0 
-8.600e-05 -0.01 0.1 
-8.598e-05 -0.01 0.3 
-8.596e-05 -0.008 -0.2 
-8.594e-05 -0.006 0.1 
-8.592e-05 -0.014 0.1 
-8.590e-05 -0.01 0 
-8.588e-05 -0.008 -0.3 
-8.586e-05 -0.014 0.1 
-8.584e-05 -0.012 0.2 
-8.582e-05 -0.012 -0.1 
-8.580e-05 -0.014 0.2 
-8.578e-05 -0.006 0 
-8.576e-05 -0.01 0.1 
-8.574e-05 -0.014 0 
-8.572e-05 -0.016 0.2 
-8.570e-05 -0.014 0.1 
-8.568e-05 -0.024 0.1 
-8.566e-05 -0.01 -0.2 
-8.564e-05 -0.014 -0.2 
-8.562e-05 -0.012 0.2 
-8.560e-05 -0.006 -0.1 
-8.558e-05 -0.01 0.2 
-8.556e-05 -0.014 -0.1 
-8.554e-05 -0.006 0.1 
-8.552e-05 -0.02 0 
-8.550e-05 -0.01 0.3 
-8.548e-05 -0.012 0.3 
-8.546e-05 -0.004 0.1 
-8.544e-05 -0.006 0.1 
-8.542e-05 -0.008 0 
-8.540e-05 -0.016 -0.2 
-8.538e-05 -0.006 0.1 
-8.536e-05 -0.012 -0.2 
-8.534e-05 -0.018 0.1 
-8.532e-05 -0.012 0.3 
-8.530e-05 -0.012 -0.1 
-8.528e-05 -0.016 -0.1 
-8.526e-05 -0.016 -0.1 
-8.524e-05 -0.012 0 
-8.522e-05 -0.014 0.2 
-8.520e-05 -0.022 -0.2 
-8.518e-05 -0.014 0.3 
-8.516e-05 -0.016 0 
-8.514e-05 -0.012 -0.2 
-8.512e-05 -0.008 0.3 
-8.510e-05 -0.014 0.2 
-8.508e-05 -0.012 0.1 
-8.506e-05 -0.014 -0.1 
-8.504e-05 -0.012 0 
-8.502e-05 -0.014 0.1 
-8.500e-05 -0.008 0 
-8.498e-05 -0.016 0 
-8.496e-05 -0.006 -0.1 
-8.494e-05 -0.006 0 
-8.492e-05 -0.008 0.3 
-8.490e-05 -0.012 -0.1 
-8.488e-05 -0.012 -0.2 
-8.486e-05 -0.012 0 
-8.484e-05 -0.016 0 
-8.482e-05 -0.01 -0.1 
-8.480e-05 -0.016 0.1 
-8.478e-05 -0.014 0.4 
-8.476e-05 -0.018 0.1 
-8.474e-05 -0.01 0.1 
-8.472e-05 -0.012 0.2 
-8.470e-05 -0.014 0.1 
-8.468e-05 -0.008 0.2 
-8.466e-05 -0.014 0 
-8.464e-05 -0.016 0 
-8.462e-05 -0.006 0.1 
-8.460e-05 -0.008 0.2 
-8.458e-05 -0.012 0.1 
-8.456e-05 -0.008 0.2 
-8.454e-05 -0.018 -0.1 
-8.452e-05 -0.014 -0.1 
-8.450e-05 -0.014 0.2 
-8.448e-05 -0.014 0.2 
-8.446e-05 -0.002 0 
-8.444e-05 -0.006 0.2 
-8.442e-05 -0.016 0 
-8.440e-05 -0.01 0 
-8.438e-05 -0.012 0.3 
-8.436e-05 -0.006 -0.2 
-8.434e-05 -0.01 0.1 
-8.432e-05 -0.006 0 
-8.430e-05 -0.01 0.1 
