"TIME","CH1","CH2"
-9.502e-07,-0.403906,0.199688
-9.500e-07,-0.582031,0.206875
-9.498e-07,-0.719531,0.078125
-9.496e-07,-0.495313,0.190313
-9.494e-07,-0.803125,0.28
-9.492e-07,-0.421875,0.2075
-9.490e-07,-0.586719,0.159688
-9.488e-07,-0.695313,0.160625
-9.486e-07,-0.505469,0.156562
-9.484e-07,-0.498438,0.24125
-9.482e-07,-0.698438,0.159688
-9.480e-07,-0.704688,0.240625
-9.478e-07,-0.598438,0.16
-9.476e-07,-0.8,0.275625
-9.474e-07,-0.708594,0.166875
-9.472e-07,-0.607813,0.145938
-9.470e-07,-0.494531,0.280313
-9.468e-07,-0.696094,0.13125
-9.466e-07,-0.604688,0.117188
-9.464e-07,-0.6,0.159375
-9.462e-07,-0.6,0.120938
-9.460e-07,-0.6,0.03875
-9.458e-07,-0.501563,0.120938
-9.456e-07,-0.402344,0.189375
-9.454e-07,-0.602344,0.358438
-9.452e-07,-0.594531,0.254063
-9.450e-07,-0.5,0.200625
-9.448e-07,-0.496094,0.162188
-9.446e-07,-0.4,0.196875
-9.444e-07,-0.507031,0.284375
-9.442e-07,-0.49375,0.161875
-9.440e-07,-0.398438,0.159688
-9.438e-07,-0.508594,0.120625
-9.436e-07,-0.584375,0.158125
-9.434e-07,-0.403125,0.201875
-9.432e-07,-0.601563,0.279375
-9.430e-07,-0.386719,0.201563
-9.428e-07,-0.408594,0.117813
-9.426e-07,-0.50625,0.199375
-9.424e-07,-0.6,0.200312
-9.422e-07,-0.489844,0.200937
-9.420e-07,-0.408594,0.1275
-9.418e-07,-0.4875,0.0803125
-9.416e-07,-0.310938,0.10875
-9.414e-07,-0.602344,0.239688
-9.412e-07,-0.500781,0.16
-9.410e-07,-0.703906,0.240313
-9.408e-07,-0.482813,0.159688
-9.406e-07,-0.29375,0.240625
-9.404e-07,-0.307031,0.192813
-9.402e-07,-0.504688,0.359687
-9.400e-07,-0.5,0.20125
-9.398e-07,-0.603125,0.278437
-9.396e-07,-0.600781,0.118437
-9.394e-07,-0.6,0.324688
-9.392e-07,-0.5,0.2025
-9.390e-07,-0.598438,0.198125
-9.388e-07,-0.600781,0.04
-9.386e-07,-0.7,0.207187
-9.384e-07,-0.597656,0.199375
-9.382e-07,-0.600781,0.281875
-9.380e-07,-0.499219,0.241875
-9.378e-07,-0.49375,0.279375
-9.376e-07,-0.698438,0.2825
-9.374e-07,-0.598438,0.24
-9.372e-07,-0.498438,0.240313
-9.370e-07,-0.298438,0.199375
-9.368e-07,-0.483594,0.120938
-9.366e-07,-0.495313,0.11875
-9.364e-07,-0.670313,0.07875
-9.362e-07,-0.730469,0.242188
-9.360e-07,-0.427344,0.205
-9.358e-07,-0.38125,0.16
-9.356e-07,-0.501563,0.160625
-9.354e-07,-0.299219,0.16375
-9.352e-07,-0.567969,0.275313
-9.350e-07,-0.608594,0.278125
-9.348e-07,-0.407031,0.124375
-9.346e-07,-0.48125,0.129375
-9.344e-07,-0.803125,0.238437
-9.342e-07,-0.322656,0.195313
-9.340e-07,-0.396875,0.15875
-9.338e-07,-0.603125,0.2
-9.336e-07,-0.500781,0.160312
-9.334e-07,-0.7,0.242813
-9.332e-07,-0.501563,0.32
-9.330e-07,-0.600781,0.277813
-9.328e-07,-0.600781,0.240937
-9.326e-07,-0.600781,0.112187
-9.324e-07,-0.399219,0.0378125
-9.322e-07,-0.500781,0.210938
-9.320e-07,-0.500781,0.32
-9.318e-07,-0.602344,0.2375
-9.316e-07,-0.601563,0.161563
-9.314e-07,-0.596875,0.164063
-9.312e-07,-0.503906,0.24
-9.310e-07,-0.700781,0.19875
-9.308e-07,-0.485156,0.239063
-9.306e-07,-0.508594,0.199063
-9.304e-07,-0.703906,0.195938
-9.302e-07,-0.590625,0.2825
-9.300e-07,-0.485156,0.28
-9.298e-07,-0.521094,0.271875
-9.296e-07,-0.792188,0.121562
-9.294e-07,-0.499219,0.164375
-9.292e-07,-0.699219,0.16
-9.290e-07,-0.39375,0.121875
-9.288e-07,-0.517188,0.201563
-9.286e-07,-0.601563,0.197188
-9.284e-07,-0.597656,0.16
-9.282e-07,-0.495313,0.204375
-9.280e-07,-0.403906,0.197188
-9.278e-07,-0.603125,0.1575
-9.276e-07,-0.604688,0.16
-9.274e-07,-0.803125,0.160312
-9.272e-07,-0.697656,0.159375
-9.270e-07,-0.701563,0.109688
-9.268e-07,-0.589844,0.125938
-9.266e-07,-0.398438,0.300938
-9.264e-07,-0.511719,0.2725
-9.262e-07,-0.599219,0.102812
-9.260e-07,-0.602344,0.079375
-9.258e-07,-0.496094,0.0390625
-9.256e-07,-0.703125,0.0809375
-9.254e-07,-0.702344,0.12125
-9.252e-07,-0.702344,0.119687
-9.250e-07,-0.602344,0.116875
-9.248e-07,-0.617969,0.116875
-9.246e-07,-0.399219,0.200937
-9.244e-07,-0.650781,0.12375
-9.242e-07,-0.648438,0.12
-9.240e-07,-0.46875,0.110625
-9.238e-07,-0.200781,0.200625
-9.236e-07,-0.392969,0.113437
-9.234e-07,-0.292188,0.237813
-9.232e-07,-0.685156,0.154375
-9.230e-07,-0.610938,0.315937
-9.228e-07,-0.610938,0.207813
-9.226e-07,-0.305469,0.28125
-9.224e-07,-0.571094,0.24875
-9.222e-07,-0.617188,0.119687
-9.220e-07,-0.307813,0.193125
-9.218e-07,-0.3,0.199688
-9.216e-07,-0.200781,0.200625
-9.214e-07,-0.409375,0.158125
-9.212e-07,-0.498438,0.155625
-9.210e-07,-0.397656,0.239688
-9.208e-07,-0.709375,0.120938
-9.206e-07,-0.895313,0.2
-9.204e-07,-0.489844,0.122188
-9.202e-07,-0.502344,0.163125
-9.200e-07,-0.601563,0.19875
-9.198e-07,-0.700781,0.277813
-9.196e-07,-0.695313,0.160938
-9.194e-07,-0.503906,0.155938
-9.192e-07,-0.396875,0.0409375
-9.190e-07,-0.397656,0.124063
-9.188e-07,-0.700781,0.159688
-9.186e-07,-0.494531,0.158125
-9.184e-07,-0.610938,0.159375
-9.182e-07,-0.898438,0.240937
-9.180e-07,-0.584375,0.164375
-9.178e-07,-0.6125,0.165938
-9.176e-07,-0.692188,0.240313
-9.174e-07,-0.5,0.235
-9.172e-07,-0.595313,0.200312
-9.170e-07,-0.396875,0.189063
-9.168e-07,-0.503125,0.0384375
-9.166e-07,-0.39375,0.131563
-9.164e-07,-0.535938,0.197813
-9.162e-07,-0.790625,0.07
-9.160e-07,-0.489844,0.08
-9.158e-07,-0.488281,0.088125
-9.156e-07,-0.303906,0.201875
-9.154e-07,-0.63125,0.202813
-9.152e-07,-0.677344,0.239063
-9.150e-07,-0.49375,0.204688
-9.148e-07,-0.492188,0.279375
-9.146e-07,-0.414063,0.185
-9.144e-07,-0.597656,0.160312
-9.142e-07,-0.392969,0.1175
-9.140e-07,-0.514844,0.120313
-9.138e-07,-0.610156,0.108125
-9.136e-07,-0.689063,0.0828125
-9.134e-07,-0.499219,0.293125
-9.132e-07,-0.597656,0.2325
-9.130e-07,-0.400781,0.125
-9.128e-07,-0.601563,0.27875
-9.126e-07,-0.6,0.198438
-9.124e-07,-0.614844,0.2775
-9.122e-07,-0.308594,0.235312
-9.120e-07,-0.483594,0.161875
-9.118e-07,-0.435938,0.120625
-9.116e-07,-0.197656,0.16
-9.114e-07,-0.369531,0.119375
-9.112e-07,-0.458594,0.14625
-9.110e-07,-0.788281,0.239375
-9.108e-07,-0.564844,0.194375
-9.106e-07,-0.489063,0.276875
-9.104e-07,-0.507813,0.20875
-9.102e-07,-0.394531,0.159375
-9.100e-07,-0.592969,0.158438
-9.098e-07,-0.609375,0.16
-9.096e-07,-0.509375,0.076875
-9.094e-07,-0.401563,0.1975
-9.092e-07,-0.514063,0.200625
-9.090e-07,-0.799219,0.203125
-9.088e-07,-0.504688,0.118437
-9.086e-07,-0.296094,0.2375
-9.084e-07,-0.594531,0.206875
-9.082e-07,-0.504688,0.160312
-9.080e-07,-0.4,0.200937
-9.078e-07,-0.603125,0.124688
-9.076e-07,-0.314063,0.075625
-9.074e-07,-0.296094,0.158125
-9.072e-07,-0.391406,0.197188
-9.070e-07,-0.600781,0.239375
-9.068e-07,-0.499219,0.20375
-9.066e-07,-0.702344,0.199375
-9.064e-07,-0.398438,0.2775
-9.062e-07,-0.501563,0.239375
-9.060e-07,-0.301563,0.199375
-9.058e-07,-0.602344,0.201875
-9.056e-07,-0.496094,0.120938
-9.054e-07,-0.605469,0.159688
-9.052e-07,-0.707031,0.0875
-9.050e-07,-0.686719,0.078125
-9.048e-07,-0.286719,0.124063
-9.046e-07,-0.414844,0.040625
-9.044e-07,-0.4875,0.106875
-9.042e-07,-0.300781,0.200937
-9.040e-07,-0.521875,0.0778125
-9.038e-07,-0.602344,0.240937
-9.036e-07,-0.591406,0.084375
-9.034e-07,-0.397656,0.19875
-9.032e-07,-0.509375,0.09
-9.030e-07,-0.608594,0.079375
-9.028e-07,-0.804688,0.116875
-9.026e-07,-0.686719,0.161875
-9.024e-07,-0.497656,0.0809375
-9.022e-07,-0.489844,0.12
-9.020e-07,-0.286719,0.0765625
-9.018e-07,-0.40625,0.20125
-9.016e-07,-0.498438,0.200312
-9.014e-07,-0.397656,0.158438
